place,name,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""4900540""","""Alpine""",6.99,9058.41,2451.53,4797.56,68,81,74,42,52,48,26,29,26,11.54,10.42,2.17,2,2,27595,24891,24368,0,0,0,16400,14358,14257,12377,10731,10706,4023,3627,3551,0,0,0,0,0,0,2.1,2.1,0.80,0.51,6763,86,7007,87,21,66,1503,2157,2283,592,78,22
"""4900650""","""Alta""",0.19,203.62,59.51,2897.96,80,96,89,54,67,62,26,29,27,11.06,0.23,2.17,2,2,27021,24062,24827,1,0,1,16359,14287,14678,12400,10769,11047,3939,3506,3618,20,12,14,18,11,12,2.1,2.9,1.36,0.02,3343,49,4890,85,197,7,2261,2775,2775,,86,14
"""4900760""","""Altamont""",0.01,6.50,2.30,119.95,50,58,55,23,29,26,27,30,29,11.26,0.22,2.18,2,2,26250,23490,25536,2,1,2,16318,14460,15375,12461,11013,11627,3826,3423,3721,31,24,27,26,21,23,1.1,2.5,0.46,0.02,633,74,725,78,252,7,3385,1167,1256,763,82,18
"""4900870""","""Alton""",0.00,0.34,0.15,1489.97,60,72,57,25,31,23,36,42,34,9.16,0.00,2.60,2,3,25446,22764,26159,2,2,2,17910,16760,18258,14162,13406,14404,3708,3317,3812,41,37,43,35,31,37,0.0,1.3,0.17,0.00,217,88,256,74,2202,1,9028,1025,1025,,94,6
"""4901090""","""Amalga""",0.13,165.64,50.04,2262.38,65,78,60,31,39,29,34,39,30,11.90,0.26,2.37,2,2,28526,25815,26480,0,0,0,17064,15709,16313,12906,11948,12452,4157,3762,3858,2,0,3,2,0,3,0.5,0.2,0.08,0.02,831,91,1032,81,170,4,4402,1316,1411,636,88,12
"""4901310""","""American Fork""",15.91,25965.99,7280.40,6004.89,52,61,56,26,33,30,26,28,25,10.51,18.93,2.12,2,2,25622,22937,22435,2,1,1,15878,13770,13643,12116,10405,10353,3735,3342,3269,28,23,21,25,21,19,4.4,0.7,2.52,1.21,11054,69,17548,91,11,118,1041,1363,1370,1130,72,28
"""4901530""","""Aneth""",0.04,66.56,15.13,7050.77,59,68,45,20,26,16,38,43,29,11.38,0.02,2.20,2,2,27026,24356,24842,3,3,3,15965,14205,15699,11977,10606,12025,3938,3550,3620,50,49,54,42,42,46,1.2,1.6,0.22,0.00,203,60,235,74,238,7,3306,707,725,559,89,11
"""4901750""","""Annabella""",0.01,20.06,6.29,449.73,65,77,56,31,38,26,35,38,30,11.74,0.16,2.24,2,2,26462,23924,26144,1,1,1,16060,14244,16180,12182,10734,12346,3856,3487,3810,22,23,24,19,19,21,0.5,0.5,0.63,0.01,401,94,462,77,232,6,2647,1179,1250,840,83,17
"""4901860""","""Antimony""",0.01,15.85,5.24,6307.78,61,71,49,24,30,19,37,41,30,11.06,0.01,2.22,2,2,24816,22242,25284,2,2,2,15736,14052,16270,12077,10768,12541,3616,3242,3684,43,42,45,37,36,38,0.7,0.5,0.48,0.00,230,66,273,75,832,2,5284,853,968,453,78,22
"""4901905""","""Apple Valley""",0.30,1185.75,174.55,25445.18,57,69,54,27,34,26,30,35,29,12.55,0.09,2.12,2,2,25573,23350,25298,1,2,1,15249,14193,15376,11513,10778,11680,3726,3402,3686,11,13,10,26,30,25,1.8,0.3,0.43,0.01,396,86,456,78,406,3,3756,1153,1234,1065,51,49
"""4902740""","""Aurora""",0.01,11.26,3.85,664.53,63,73,54,27,34,23,36,40,31,11.45,0.07,2.34,2,2,26620,23969,26240,1,1,2,16618,14730,16704,12712,11210,12850,3879,3494,3824,27,26,30,23,22,26,0.1,0.7,0.81,0.01,301,96,364,76,203,6,2564,1036,1040,963,94,6
"""4902960""","""Avon""",0.45,469.01,145.39,4531.43,66,79,60,33,41,31,33,37,29,11.82,1.04,2.28,2,2,27889,25223,25872,0,0,1,16492,15042,15660,12420,11359,11880,4064,3675,3770,8,8,10,7,6,8,0.3,1.2,0.20,0.03,1336,98,1195,80,95,12,3107,1384,1424,540,92,8
"""4903345""","""Ballard""",0.62,709.90,212.54,8945.86,44,52,52,19,24,24,25,28,28,11.93,0.28,2.21,2,2,27918,25005,25587,1,1,1,16703,14759,15001,12610,11103,11259,4070,3644,3728,23,12,14,20,10,12,1.2,5.2,0.05,0.02,934,66,2070,80,241,8,3532,1065,1025,1304,86,14
"""4903950""","""Bear River City""",0.08,134.58,41.41,1145.31,50,59,56,22,28,26,28,31,30,11.98,0.43,2.42,2,2,28575,25759,26443,0,0,0,17979,15887,16230,13803,12134,12376,4165,3753,3853,11,0,0,10,0,0,0.4,0.4,0.31,0.04,1337,99,1318,82,90,10,2633,1182,1202,875,94,6
"""4904060""","""Beaver""",1.35,1850.97,655.45,4273.93,49,58,45,21,26,19,28,32,26,10.26,4.85,1.95,2,2,24626,22221,23870,1,1,1,14230,12911,13961,10631,9663,10472,3588,3238,3478,11,10,11,9,9,10,2.2,2.2,1.06,0.15,1305,80,1485,81,24,30,2109,868,1012,541,67,33
"""4904720""","""Benjamin""",0.84,1092.92,310.10,7856.39,61,72,66,31,39,36,30,33,30,11.57,0.48,2.48,2,2,29901,27122,26553,0,0,0,18489,16418,16315,14130,12466,12446,4359,3952,3869,0,0,0,0,0,0,0.9,0.1,0.41,0.04,2484,95,3058,86,116,11,2695,1600,1633,340,86,14
"""4905050""","""Benson""",1.46,3419.55,899.79,19321.88,54,63,48,23,29,22,30,34,27,10.63,2.99,2.11,2,2,26232,23803,24427,0,0,0,15303,13844,14464,11480,10376,10904,3822,3468,3559,0,0,0,0,0,0,1.0,1.4,0.51,0.05,3571,75,5354,86,84,8,3902,972,1110,426,66,34
"""4905380""","""Beryl Junction""",0.00,5.20,1.70,1168.35,61,72,50,26,32,21,35,39,29,10.33,0.01,2.13,2,2,25728,23314,24723,2,2,2,15385,13768,15384,11609,10340,11751,3749,3398,3602,28,30,30,24,26,26,2.9,0.1,0.15,0.00,322,58,396,78,407,3,4014,949,1097,773,54,46
"""4905490""","""Bicknell""",0.00,0.35,0.14,365.78,74,87,56,32,40,24,42,47,32,10.34,0.00,2.43,2,2,26083,23571,25958,2,2,2,17073,15300,17393,13230,11822,13566,3801,3436,3782,42,42,45,36,36,38,0.0,1.3,0.26,0.00,203,87,242,74,1665,1,7137,1078,1169,544,86,14
"""4905534""","""Big Water""",0.04,33.10,11.20,3834.86,54,64,51,25,31,23,29,33,27,10.92,0.03,2.01,2,2,23538,20934,24239,3,3,3,14415,13308,14767,10927,10205,11176,3430,3050,3532,58,53,59,49,45,51,2.0,2.2,0.58,0.00,226,48,268,74,697,2,4615,1045,1146,825,69,31
"""4906370""","""Blanding""",1.57,1958.23,518.26,8440.43,63,74,48,30,37,23,34,37,26,10.95,8.75,1.89,2,2,25186,22672,23496,2,2,1,13988,12228,13774,10291,8894,10325,3670,3305,3424,27,29,25,23,25,21,1.7,4.6,1.26,0.06,1059,66,1909,80,58,15,3026,1026,1180,593,74,26
"""4906590""","""Bluebell""",0.36,337.43,119.26,6231.30,50,58,55,23,29,26,27,30,29,11.26,0.22,2.18,2,2,26250,23490,25536,2,1,2,16318,14460,15375,12461,11013,11627,3826,3423,3721,31,24,27,26,21,23,1.1,2.5,0.46,0.02,633,74,725,78,252,7,3385,1167,1256,763,82,18
"""4906700""","""Bluff""",0.01,4.32,2.02,14057.91,58,68,45,19,24,15,39,44,30,8.71,0.00,2.28,2,2,26764,24282,24898,3,3,3,16332,14764,16379,12382,11171,12696,3900,3539,3628,50,54,55,43,46,47,0.4,1.5,0.20,0.00,198,62,234,74,2273,1,9044,653,749,425,70,30
"""4906810""","""Bluffdale""",3.05,8950.42,2351.69,7026.38,63,75,70,37,46,42,27,29,27,12.37,4.92,2.20,2,2,27051,24208,24887,0,0,0,16502,14454,14800,12554,10922,11168,3943,3527,3626,5,5,5,5,5,5,2.9,1.2,2.26,0.33,7224,83,10758,89,40,36,1817,1896,2045,573,82,18
"""4906920""","""Bonanza""",0.00,0.81,0.28,1816.71,53,63,63,24,30,29,29,33,33,10.68,0.00,2.71,3,3,28306,25420,25983,3,2,2,19639,17650,17864,15461,13904,14035,4126,3704,3786,52,41,43,45,35,37,0.0,1.2,0.02,0.00,224,78,273,75,1674,2,7366,1319,1319,,98,2
"""4907470""","""Boulder""",0.01,6.93,2.76,13402.08,67,79,54,29,36,23,38,43,31,10.02,0.00,2.33,2,2,24898,22312,25347,3,3,3,16346,14662,16862,12670,11363,13119,3628,3252,3693,48,47,50,41,40,43,0.1,1.1,0.30,0.00,206,68,244,74,2209,1,9394,1026,1117,664,80,20
"""4907690""","""Bountiful""",28.94,40210.33,13389.56,8452.13,49,57,55,26,33,31,23,24,24,9.34,23.45,1.93,2,2,23027,20594,21180,3,3,3,14433,12334,12707,11016,9276,9563,3357,3001,3086,60,57,57,54,52,52,3.3,6.0,2.66,1.58,13390,68,15889,88,12,128,1300,1393,1473,668,70,30
"""4908020""","""Brian Head""",0.01,1.15,0.66,2327.91,64,75,52,28,35,23,36,40,29,,,2.18,2,2,25660,22669,24252,3,2,3,15658,13919,15531,11864,10570,11946,3739,3304,3534,55,45,52,47,38,44,1.7,0.4,0.19,0.00,285,28,318,76,792,2,5437,1036,1106,639,85,15
"""4908460""","""Brigham City""",13.88,16043.02,5403.02,15702.99,42,49,47,18,23,22,24,26,25,9.75,17.96,2.00,2,2,24686,22115,22736,2,1,1,15097,13034,13395,11443,9767,10036,3598,3222,3313,55,45,46,50,41,42,1.7,2.6,1.99,0.34,4892,70,5831,86,16,29,3383,976,1091,631,68,32
"""4908787""","""Bryce Canyon City""",0.00,5.37,1.77,2136.72,61,71,49,24,30,19,37,41,30,11.06,0.01,2.22,2,2,24816,22242,25284,2,2,2,15736,14052,16270,12077,10768,12541,3616,3242,3684,43,42,45,37,36,38,0.7,0.5,0.48,0.00,230,66,273,75,832,2,5284,853,968,453,78,22
"""4909725""","""Cache""",0.16,181.87,52.46,3685.57,66,80,61,32,39,29,35,40,31,12.07,0.17,2.45,2,2,28746,25994,26657,0,0,1,17526,16128,16737,13328,12333,12843,4189,3788,3884,9,7,10,8,6,8,0.1,0.3,0.43,0.01,630,99,757,80,148,5,2869,1324,1324,0,97,3
"""4910330""","""Cannonville""",0.00,4.11,1.36,1636.74,61,71,49,24,30,19,37,41,30,11.06,0.01,2.22,2,2,24816,22242,25284,2,2,2,15736,14052,16270,12077,10768,12541,3616,3242,3684,43,42,45,37,36,38,0.7,0.5,0.48,0.00,230,66,273,75,832,2,5284,853,968,453,78,22
"""4910440""","""Carbonville""",1.53,2307.80,871.45,3510.32,52,61,46,23,29,20,29,32,26,9.95,4.33,1.86,2,2,23727,21241,24126,0,0,0,13564,11840,13908,10099,8739,10385,3457,3096,3515,7,5,8,6,5,7,3.2,2.8,1.63,0.25,2153,68,2642,82,38,35,1956,916,966,792,67,33
"""4910660""","""Castle Dale""",0.39,662.63,208.62,1399.32,54,62,49,24,30,22,29,32,27,11.10,2.25,2.01,2,2,25659,22964,25212,0,0,0,14663,12820,14663,10916,9468,10982,3739,3347,3674,8,5,8,7,4,6,2.0,2.2,0.96,0.15,893,79,1545,81,36,27,2128,1000,1084,562,84,16
"""4911000""","""Castle Valley""",0.02,28.68,12.50,5935.26,69,81,54,31,39,24,38,42,30,10.15,0.02,2.22,2,2,24800,22314,25540,2,2,3,15754,14037,16315,12096,10742,12547,3614,3252,3721,44,43,47,37,36,40,0.2,1.1,0.67,0.00,212,75,251,74,1032,2,7585,1066,1203,448,82,18
"""4911320""","""Cedar City""",13.46,23838.14,7791.96,22931.64,55,64,44,26,32,21,29,32,24,9.06,15.94,1.73,2,2,23369,20917,22423,1,1,1,12847,11158,12751,9429,8099,9475,3405,3049,3267,12,10,9,10,9,8,3.1,4.9,1.78,0.34,4431,55,5335,84,25,33,2624,933,991,718,54,46
"""4911430""","""Cedar Fort""",0.09,86.84,24.24,13533.09,56,66,60,24,30,28,32,35,32,13.12,0.02,2.65,2,2,30161,27378,26775,0,0,0,19548,17473,17373,15151,13483,13471,4397,3989,3901,0,0,0,0,0,0,0.3,0.1,0.79,0.00,1056,95,1406,82,156,9,2400,1251,1245,1313,91,9
"""4911440""","""Cedar Hills""",3.19,7048.55,1714.91,1736.62,59,69,64,34,42,39,27,29,27,11.54,17.85,2.22,2,2,27118,24347,23801,0,0,0,16639,14468,14325,12685,10920,10857,3953,3548,3468,1,0,0,1,0,0,2.9,0.7,2.32,0.99,8584,87,8769,88,12,97,1033,1731,1731,63,88,12
"""4911870""","""Centerfield""",0.18,231.40,72.19,1167.15,55,65,51,25,31,23,30,34,28,11.04,0.68,2.08,2,2,25797,23116,25244,1,1,1,15122,13800,15083,11344,10415,11386,3759,3368,3678,19,17,19,16,15,16,2.2,0.9,0.73,0.06,805,76,1003,80,62,15,1853,1033,1085,779,83,17
"""4911980""","""Centerville""",6.63,14596.62,4809.70,3825.47,51,59,57,27,33,32,24,26,25,10.04,23.35,2.04,2,2,24153,21512,22151,3,3,3,15235,13027,13418,11650,9838,10134,3521,3135,3228,63,55,56,57,49,51,2.9,2.8,2.88,1.26,10003,65,10795,88,11,105,1303,1421,1465,758,84,16
"""4912200""","""Central""",0.01,12.31,4.04,1603.29,63,75,59,29,36,27,33,39,32,11.62,0.03,2.40,2,2,26854,24259,26376,1,1,1,16998,15793,16976,13076,12249,13123,3913,3535,3843,9,9,10,22,22,24,0.1,0.4,0.55,0.00,371,95,424,77,553,3,4011,1229,1296,874,84,16
"""4912260""","""Central Valley""",0.10,209.63,59.72,1342.23,63,73,54,29,36,25,33,37,29,11.18,0.54,2.14,2,2,26166,23579,25896,0,0,0,15465,13640,15595,11648,10199,11817,3813,3437,3773,4,4,5,4,4,4,1.5,0.4,0.98,0.04,1350,90,1758,82,84,14,1972,1123,1261,599,79,21
"""4912420""","""Charleston""",0.24,837.17,252.22,1809.77,52,61,60,27,34,33,25,27,27,11.88,2.82,2.17,2,2,27433,24792,24940,0,0,0,16407,14481,14560,12408,10868,10926,3999,3612,3634,0,0,0,0,0,0,2.1,0.7,1.21,0.14,3222,77,3411,85,60,16,2641,1494,1755,979,64,36
"""4912970""","""Circleville""",0.09,83.69,23.99,7060.09,68,81,47,25,32,17,43,49,30,11.44,0.04,2.21,2,2,26403,23971,25768,2,2,2,15299,14220,16347,11421,10691,12556,3848,3494,3755,30,35,36,25,30,31,0.6,0.3,0.28,0.00,250,85,285,76,412,3,4017,760,800,625,77,23
"""4913190""","""Clarkston""",0.02,14.75,4.21,593.55,62,75,57,28,35,26,35,40,31,12.33,0.09,2.45,2,2,28501,25807,26447,1,1,1,17496,16156,16754,13323,12377,12879,4153,3760,3854,20,18,21,17,16,18,0.1,0.6,0.51,0.01,517,95,539,78,294,3,3720,1159,1174,950,93,7
"""4913300""","""Clawson""",0.01,7.45,2.52,642.15,54,63,50,21,27,20,32,36,30,10.72,0.11,2.25,2,2,26231,23556,25707,2,2,2,16112,14296,16104,12254,10829,12321,3822,3434,3746,36,33,37,30,28,31,0.2,0.6,0.57,0.00,287,79,329,76,377,3,4510,888,919,685,86,14
"""4913740""","""Clear Creek""",0.00,0.80,0.29,130.81,71,84,63,36,45,31,35,39,31,11.39,0.03,2.34,2,2,25755,23040,26137,1,1,2,16509,14667,16831,12730,11286,12995,3753,3358,3808,26,23,28,22,19,24,0.1,0.5,0.60,0.00,350,82,440,77,407,4,4264,1406,1406,,92,8
"""4913850""","""Clearfield""",14.94,26425.50,8166.47,4928.92,43,50,48,21,26,24,22,24,23,9.38,22.05,1.90,2,2,22457,20020,20606,4,4,4,14206,12175,12534,10857,9188,9462,3274,2917,3003,75,70,70,68,63,63,6.5,4.0,3.89,1.66,14043,60,18270,89,10,135,954,1098,1137,1010,59,41
"""4914070""","""Cleveland""",0.00,1.58,0.47,545.95,62,73,58,28,35,26,35,39,32,11.50,0.01,2.46,2,2,26717,24055,26191,2,2,2,17325,15491,17317,13397,11952,13464,3893,3506,3816,35,33,37,29,28,31,0.0,0.8,0.30,0.00,253,88,307,75,1092,2,5687,1148,1213,609,89,11
"""4914290""","""Clinton""",8.60,21489.13,6234.98,3796.50,49,57,55,24,31,29,25,27,26,11.01,23.66,2.13,2,2,24833,22220,22852,2,1,1,15790,13585,13970,12139,10319,10612,3620,3238,3330,31,28,28,28,25,26,2.8,2.4,2.32,1.64,13736,91,10274,88,13,121,1066,1297,1312,896,86,14
"""4914840""","""Coalville""",0.47,566.34,156.16,2117.19,35,42,56,17,21,28,18,21,28,12.19,2.01,2.26,2,2,26708,23940,25419,1,0,0,16790,15344,14986,12896,11855,11283,3893,3490,3704,0,0,0,53,1,2,1.5,0.3,0.67,0.07,1292,82,1411,82,56,12,3378,1264,1436,769,74,26
"""4915720""","""Copperton""",0.17,110.84,46.36,4102.37,0,0,0,0,0,0,28,31,30,10.89,0.12,2.37,2,2,28202,25272,26000,0,0,0,17648,15654,15988,13537,11971,12199,4111,3683,3789,0,0,0,0,0,0,0.7,1.9,3.09,0.01,3046,78,4128,85,233,4,2734,0,0,0,87,13
"""4915830""","""Corinne""",0.13,182.39,56.53,2401.92,46,54,51,19,24,23,27,30,29,11.67,0.27,2.28,2,2,27955,25305,25946,0,0,0,17075,15142,15460,13000,11455,11679,4075,3687,3781,0,0,0,0,0,0,1.7,1.6,0.42,0.02,1270,87,2067,82,114,7,2931,1020,1118,747,74,26
"""4915940""","""Cornish""",0.14,132.40,42.88,3437.67,56,67,51,22,28,21,34,39,30,11.50,0.14,2.38,2,2,28261,25694,26314,1,1,1,17061,15754,16347,12929,11996,12496,4118,3744,3834,14,14,16,12,12,14,0.5,0.2,0.09,0.01,461,95,559,79,209,3,3484,928,976,714,82,18
"""4916270""","""Cottonwood Heights""",19.91,32407.50,11794.61,5899.19,53,62,58,31,38,35,23,24,23,9.26,24.58,1.92,2,2,22529,20142,20693,2,2,2,14294,12174,12570,10955,9184,9499,3284,2935,3015,56,55,56,50,49,50,3.9,6.9,4.28,2.00,20507,68,29676,89,12,148,1381,1585,1748,1037,70,30
"""4916490""","""Cove""",0.88,1206.86,408.73,9353.79,58,69,53,26,32,24,32,37,29,11.05,0.48,2.25,2,2,27466,24985,25585,1,1,1,16247,14803,15415,12226,11140,11665,4002,3641,3728,18,22,23,15,19,19,1.3,0.4,0.88,0.04,640,86,811,80,133,7,2297,1073,1229,489,79,21
"""4918090""","""Dammeron Valley""",0.01,17.32,6.98,3132.27,68,82,64,33,42,31,34,40,32,9.13,0.02,2.48,2,2,27176,24505,26663,1,1,1,17479,16267,17427,13511,12689,13533,3960,3571,3885,8,7,9,19,18,21,0.0,0.3,0.97,0.00,391,95,451,78,1267,1,6962,1412,1448,1114,89,11
"""4918140""","""Daniel""",0.59,2156.20,602.63,2107.56,48,57,56,25,31,31,23,25,25,11.41,4.43,2.01,2,2,26214,23737,23877,0,0,0,15299,13489,13566,11478,10030,10087,3821,3459,3479,0,0,0,0,0,0,3.9,1.3,2.58,0.29,2900,65,3098,84,42,23,2325,1386,1677,1132,47,53
"""4918910""","""Delta""",1.20,1286.92,420.74,2836.92,48,57,45,18,22,17,30,35,28,10.86,2.54,2.17,2,2,26373,23715,25425,0,0,0,15676,14311,15357,11833,10855,11652,3843,3456,3705,1,1,1,0,0,0,2.4,0.0,1.62,0.15,950,83,1366,84,27,36,1840,757,699,651,80,20
"""4919020""","""Deseret""",0.01,6.89,2.59,1962.13,56,67,53,24,30,23,32,37,30,10.71,0.01,2.29,2,2,26279,23613,25263,2,2,2,16321,15134,16064,12451,11656,12343,3829,3441,3681,41,37,40,35,31,34,1.2,0.4,0.10,0.00,262,66,319,76,439,3,5077,1042,1042,,77,23
"""4919680""","""Deweyville""",0.22,221.32,78.26,4083.78,51,60,57,24,30,28,28,30,29,11.26,0.47,2.35,2,2,28174,25472,26127,0,0,0,17564,15555,15884,13440,11836,12068,4107,3712,3807,17,7,9,15,6,8,0.9,0.8,0.17,0.02,1180,94,1243,81,127,7,2700,1256,1360,461,83,17
"""4920120""","""Draper""",18.53,47331.35,12784.01,19251.26,61,72,67,36,45,42,25,27,26,11.08,13.01,2.09,2,2,25192,22480,23030,3,2,2,15653,13548,13885,11917,10215,10470,3672,3276,3356,64,58,59,58,52,54,3.0,2.7,2.37,0.66,10930,76,19004,90,22,68,1382,1877,1850,1342,79,21
