place,name,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""4969640""","""Smithfield""",1.96,3174.05,917.35,3277.19,56,66,51,24,31,23,32,36,28,11.54,9.48,2.20,2,2,27031,24438,25090,0,0,0,15913,14335,14974,11972,10771,11315,3939,3561,3656,2,3,3,2,2,3,1.6,0.3,1.47,0.28,2983,88,2895,85,40,30,1678,1024,762,646,86,14
"""4969970""","""Snowville""",0.00,0.18,0.06,1000.47,45,53,51,17,21,20,29,33,31,10.50,0.00,2.50,2,2,26910,24501,25081,3,3,3,18289,16583,16835,14272,12924,13091,3923,3570,3655,94,89,90,85,81,81,0.4,1.2,0.07,0.00,230,75,287,75,2931,1,10953,888,972,775,57,43
"""4970190""","""Snyderville""",5.20,4818.99,1871.44,6894.97,44,53,72,28,35,48,16,18,25,9.54,8.01,2.03,2,2,24424,21616,23115,3,2,2,15141,13567,13380,11580,10415,10011,3560,3151,3368,1,1,1,147,92,121,3.9,4.2,1.05,0.27,3791,62,6604,85,53,37,2287,2170,2271,919,73,27
"""4970850""","""South Jordan""",18.68,58795.05,16486.08,14217.06,60,71,66,35,44,40,25,27,25,10.99,18.61,2.07,2,2,24306,21630,22259,3,3,3,15426,13293,13682,11804,10071,10365,3543,3152,3243,79,71,74,71,64,67,3.1,3.1,2.60,1.16,16246,78,23392,91,18,93,1326,1818,1886,1087,81,19
"""4970960""","""South Ogden""",9.77,14443.89,5296.65,2355.82,44,51,49,22,28,26,22,24,23,8.89,21.99,1.88,2,2,22653,20131,20739,4,3,3,14184,12102,12474,10725,9028,9309,3302,2933,3022,158,141,143,142,127,129,5.6,7.3,3.76,2.25,14307,63,19697,88,10,149,902,1171,1239,590,70,30
"""4971070""","""South Salt Lake""",16.97,24665.10,8686.52,4435.01,39,45,42,19,24,22,20,21,20,6.75,28.52,1.63,1,1,18530,16419,16871,12,12,12,12292,10484,10798,9289,7801,8043,2701,2392,2458,302,290,297,273,262,267,7.8,8.0,12.69,1.96,29166,38,64812,92,13,146,1035,978,1141,839,40,60
"""4971180""","""South Weber""",2.08,5233.66,1408.38,2967.82,56,66,63,31,39,37,25,27,26,11.43,6.72,2.15,2,2,25791,23146,23786,1,1,1,16026,13835,14216,12255,10452,10740,3760,3373,3466,12,10,10,11,9,9,2.1,4.5,1.74,0.47,8187,94,8405,86,20,49,1445,1643,1719,994,88,12
"""4971255""","""South Willard""",0.43,860.39,257.03,3729.19,53,61,59,26,32,31,27,29,28,11.59,0.87,2.28,2,2,27065,24495,25116,1,1,1,17004,14849,15214,13023,11243,11518,3945,3569,3660,36,37,36,33,33,33,1.9,0.2,0.86,0.07,2137,79,1771,83,80,19,2760,1375,1557,686,80,20
"""4971290""","""Spanish Fork""",19.50,32992.86,8752.32,9970.72,51,59,54,25,31,28,26,28,26,11.19,23.08,2.15,2,2,26383,23747,23245,1,1,1,16141,14028,13905,12279,10556,10507,3846,3460,3387,16,12,11,14,11,10,3.3,0.8,2.59,0.88,7032,80,6887,87,12,84,1404,1278,1264,943,76,24
"""4971455""","""Spanish Valley""",0.01,6.67,2.78,9133.18,64,76,50,25,31,19,39,44,31,0.00,0.00,2.27,2,2,26877,24510,25217,2,3,3,16331,14761,16437,12373,11140,12713,3916,3573,3674,41,49,50,35,42,42,0.5,1.4,0.09,0.00,210,77,250,74,1408,2,7787,868,989,631,66,34
"""4971730""","""Spring City""",0.02,17.08,6.62,903.71,56,68,53,24,31,23,32,37,30,9.82,0.07,2.25,2,2,26324,23785,25840,1,1,1,16088,14883,16140,12229,11393,12350,3836,3466,3765,23,24,25,20,21,21,1.1,0.3,0.43,0.01,383,90,428,77,146,8,2448,1025,1136,622,78,22
"""4971840""","""Springdale""",0.01,14.28,5.13,2950.04,62,75,59,29,36,27,33,39,31,10.18,0.02,2.38,2,2,26649,24140,26243,1,1,1,16840,15717,16877,12950,12193,13046,3883,3518,3824,6,7,7,15,17,16,0.3,0.1,0.32,0.00,377,87,487,79,908,2,5402,1227,1443,703,71,29
"""4972060""","""Spring Glen""",0.32,467.37,197.79,2178.00,53,61,46,23,28,20,30,33,27,9.74,2.13,1.94,2,2,24064,21466,24460,1,1,1,14063,12311,14402,10542,9171,10821,3506,3129,3564,15,11,16,13,9,14,2.1,0.4,1.16,0.09,1340,63,1085,81,57,16,3731,883,947,701,72,28
"""4972170""","""Spring Lake""",0.41,702.38,172.06,715.52,56,65,60,27,34,31,29,31,29,12.36,3.00,2.36,2,2,28799,26065,25511,0,0,0,17698,15573,15456,13501,11775,11738,4198,3798,3717,0,0,0,0,0,0,2.2,0.0,2.03,0.24,2806,94,2235,85,20,55,1075,1402,1417,1258,87,13
"""4972280""","""Springville""",20.80,27859.78,8078.77,9159.83,50,58,53,24,30,28,26,28,26,10.57,18.28,2.13,2,2,25948,23294,22794,1,1,1,15938,13865,13752,12138,10457,10418,3782,3394,3321,18,15,13,16,13,12,4.2,0.2,2.87,0.88,7972,64,9204,89,14,91,1328,1238,1300,836,67,33
"""4972720""","""Stansbury Park""",1.94,8763.83,2182.47,1488.28,55,64,60,29,36,33,26,28,27,12.09,19.80,2.15,2,2,26301,23640,24282,1,1,1,16119,13916,14313,12280,10468,10771,3834,3445,3538,5,4,4,5,3,4,2.2,2.3,2.27,1.47,4083,96,3271,84,15,141,1477,1495,1502,766,90,10
"""4972940""","""Sterling""",0.00,0.61,0.21,205.88,62,75,58,28,35,26,35,40,32,10.34,0.01,2.49,2,3,27041,24404,26482,1,1,1,17490,16292,17490,13530,12715,13608,3940,3556,3859,21,20,24,18,17,20,0.0,0.3,0.45,0.00,400,95,417,77,530,2,5340,1160,1190,944,88,12
"""4973050""","""Stockton""",0.02,57.09,15.46,1076.50,66,79,73,37,47,43,29,32,30,12.77,0.18,2.42,2,2,28535,25713,26413,0,0,0,17964,15934,16273,13803,12188,12424,4160,3747,3849,2,0,0,2,0,0,0.2,1.8,0.91,0.01,1601,92,1813,82,223,6,2104,1943,2064,788,91,9
"""4974040""","""Summit""",0.01,20.78,7.15,434.25,66,77,53,30,37,24,36,40,29,10.90,0.32,2.18,2,2,26653,24061,25526,1,1,1,15746,13910,15591,11838,10379,11844,3884,3507,3719,24,24,27,21,21,23,1.6,0.2,0.67,0.02,454,79,437,78,123,6,3784,1094,1157,823,81,19
"""4974095""","""Summit Park""",5.39,7018.08,2427.93,10091.10,51,62,84,34,42,57,17,20,26,11.17,4.29,2.15,2,2,25760,22829,24438,2,1,1,16038,14488,14262,12282,11160,10701,3755,3328,3561,1,0,0,108,58,73,2.3,3.5,2.82,0.24,3453,69,4261,84,82,24,2474,2569,2853,1073,82,18
"""4974480""","""Sunset""",4.03,5198.52,1725.31,935.32,41,47,45,18,22,21,23,25,24,9.28,20.81,1.97,2,2,22750,20383,20952,4,4,4,14637,12516,12891,11235,9463,9755,3316,2970,3053,86,83,83,78,75,75,5.9,4.2,3.51,1.84,13773,76,11906,88,7,152,900,949,1033,770,71,29
"""4974590""","""Sutherland""",0.00,0.51,0.21,1393.52,60,72,57,25,32,24,35,41,33,10.75,0.00,2.55,2,3,26893,24382,25950,2,2,2,17843,16740,17625,13886,13149,13805,3919,3553,3781,38,38,39,33,32,33,0.0,0.7,0.03,0.00,233,87,284,75,2435,1,9935,1086,1182,783,76,24
"""4974810""","""Syracuse""",5.63,18503.87,5112.51,6052.14,56,65,63,30,38,36,26,28,27,11.69,18.28,2.21,2,2,26187,23434,24101,0,0,0,16446,14219,14604,12623,10800,11088,3817,3415,3512,5,4,4,5,4,4,1.4,1.3,1.77,0.84,11255,95,10119,89,23,65,2832,1594,1614,1470,92,8
"""4974920""","""Tabiona""",0.00,0.08,0.03,65.40,51,60,56,21,27,24,30,33,32,9.52,0.00,2.48,2,2,26689,23869,25943,2,1,2,18106,16244,17086,14181,12739,13275,3890,3478,3780,34,27,31,29,23,26,0.1,0.7,0.14,0.00,394,73,460,77,1519,1,6423,1080,1076,1108,86,14
"""4975360""","""Taylorsville""",37.23,60461.81,19391.23,6945.14,45,53,49,24,29,27,22,24,23,9.06,28.57,1.87,2,2,21391,18968,19522,5,5,5,13902,11812,12208,10660,8932,9244,3118,2764,2845,124,116,120,112,105,108,5.1,7.0,5.24,2.79,26592,63,38685,90,11,187,1009,1218,1169,833,69,31
"""4975470""","""Teasdale""",0.00,2.45,1.00,2564.07,74,87,56,32,40,24,42,47,32,10.34,0.00,2.43,2,2,26083,23571,25958,2,2,2,17073,15300,17393,13230,11822,13566,3801,3436,3782,42,42,45,36,36,38,0.0,1.3,0.26,0.00,203,87,242,74,1665,1,7137,1078,1169,544,86,14
"""4975800""","""Thatcher""",0.03,34.04,10.99,7629.55,50,59,56,21,26,24,29,33,32,11.87,0.03,2.56,2,2,28458,25729,26391,2,1,1,18792,16816,17126,14589,13024,13235,4148,3749,3846,55,43,45,50,39,41,0.1,0.8,0.25,0.00,415,91,532,77,831,2,5795,1090,1175,536,87,13
"""4976180""","""Thompson Springs""",0.00,1.65,0.61,2036.96,74,87,57,37,47,29,36,40,29,9.99,0.00,2.11,2,2,23497,20783,24307,3,3,3,14954,13298,15514,11471,10215,11909,3424,3029,3542,59,54,64,51,46,54,0.9,1.2,0.30,0.00,210,41,253,74,1969,1,8072,1288,1507,489,78,22
"""4976280""","""Timber Lakes""",0.09,341.31,98.93,5743.62,64,77,76,37,47,46,27,30,30,12.26,1.21,2.41,2,2,29155,26315,26471,0,0,0,17992,15904,15985,13735,12068,12126,4250,3834,3857,6,2,2,5,1,1,1.2,0.7,1.54,0.02,1474,94,1658,82,169,5,4972,2071,2100,84,92,8
"""4976680""","""Tooele""",13.37,27896.30,9236.97,15427.38,46,53,49,21,26,24,24,26,25,10.02,16.38,2.03,2,2,24855,22241,22855,2,2,2,15225,13172,13523,11592,9924,10184,3623,3241,3330,10,8,8,9,7,8,2.2,3.2,2.01,0.60,6417,76,4887,85,19,55,1783,1092,1157,770,74,26
"""4976900""","""Toquerville""",0.22,389.62,115.58,11032.19,62,75,58,30,37,28,32,37,30,11.52,0.17,2.29,2,2,26711,24119,26247,1,1,1,16353,15116,16328,12453,11594,12496,3892,3514,3824,8,7,8,19,18,20,0.2,0.5,0.75,0.01,549,94,536,78,319,4,3374,1264,1313,1024,83,17
"""4977010""","""Torrey""",0.00,0.33,0.13,341.37,74,87,56,32,40,24,42,47,32,10.34,0.00,2.43,2,2,26083,23571,25958,2,2,2,17073,15300,17393,13230,11822,13566,3801,3436,3782,42,42,45,36,36,38,0.0,1.3,0.26,0.00,203,87,242,74,1665,1,7137,1078,1169,544,86,14
"""4977120""","""Tremonton""",4.57,6314.53,1937.01,5020.59,38,45,43,17,21,20,25,27,26,10.44,7.96,2.09,2,2,26305,23567,24231,0,0,0,15784,13796,14136,11945,10362,10605,3835,3434,3531,4,0,0,4,0,0,2.7,0.8,1.52,0.39,2452,71,3182,84,24,44,2535,878,976,373,75,25
"""4977230""","""Trenton""",0.27,307.13,94.42,5269.89,63,75,57,29,36,27,34,39,30,11.80,0.23,2.38,2,2,28459,25786,26439,0,0,0,17078,15735,16336,12925,11973,12476,4147,3757,3852,5,4,7,5,4,6,0.5,0.2,0.10,0.02,721,92,891,80,180,3,3972,1208,1286,638,86,14
"""4977560""","""Tropic""",0.01,12.72,4.20,5061.60,61,71,49,24,30,19,37,41,30,11.06,0.01,2.22,2,2,24816,22242,25284,2,2,2,15736,14052,16270,12077,10768,12541,3616,3242,3684,43,42,45,37,36,38,0.7,0.5,0.48,0.00,230,66,273,75,832,2,5284,853,968,453,78,22
"""4977697""","""Tselakai Dezza""",0.03,48.68,12.57,12798.77,69,81,52,28,35,22,41,45,31,11.15,0.01,2.35,2,2,27580,24884,25348,2,2,3,16829,15009,16504,12766,11338,12760,4019,3627,3694,44,44,51,37,37,43,0.3,1.6,0.09,0.00,202,69,231,74,373,5,3917,981,994,625,96,4
"""4977890""","""Uintah""",0.94,1446.82,453.69,790.48,48,56,53,24,30,29,24,25,25,10.24,7.76,1.99,2,2,24275,21631,22271,2,2,2,15005,12895,13267,11378,9666,9943,3539,3152,3245,88,77,79,80,70,71,3.4,6.4,1.38,0.57,10799,69,11428,86,17,56,1472,1296,1382,983,78,22
"""4980090""","""Vernal""",3.88,6125.95,2166.66,2958.53,41,48,48,19,24,23,22,24,24,9.92,12.09,1.93,2,2,25293,22584,23152,0,0,0,14714,12806,13082,11021,9514,9707,3687,3291,3374,6,1,1,5,1,1,4.3,5.1,2.02,0.73,3403,60,6165,84,21,84,1520,1055,1012,885,66,34
"""4980200""","""Vernon""",0.01,13.03,4.57,5148.35,54,63,59,24,30,28,30,33,31,11.06,0.01,2.52,2,2,28220,25516,26181,1,1,1,18481,16540,16841,14362,12818,13022,4114,3718,3815,5,4,4,5,3,4,0.4,0.9,0.12,0.00,579,84,799,79,442,4,4581,1248,1393,633,81,19
"""4980310""","""Veyo""",0.00,7.32,2.95,1324.11,68,82,64,33,42,31,34,40,32,9.13,0.02,2.48,2,2,27176,24505,26663,1,1,1,17479,16267,17427,13511,12689,13533,3960,3571,3885,8,7,9,19,18,21,0.0,0.3,0.97,0.00,391,95,451,78,1267,1,6962,1412,1448,1114,89,11
"""4980420""","""Vineyard""",0.57,1579.00,439.36,2897.93,55,65,59,28,35,32,27,30,27,11.86,1.80,2.27,2,2,26947,24248,23691,1,1,1,16914,14703,14521,12964,11154,11056,3928,3533,3452,22,15,12,20,14,11,2.6,2.7,2.46,0.15,8614,75,19183,90,50,29,1936,1454,1468,1375,85,15
"""4980530""","""Virgin""",0.40,772.67,246.76,10980.56,58,70,55,28,34,26,31,35,29,10.89,0.49,2.17,2,2,26317,23746,25876,1,1,1,15636,14390,15624,11794,10923,11847,3835,3460,3770,7,7,7,17,16,17,0.7,0.5,0.92,0.02,726,88,652,79,188,5,4063,1165,1215,1006,78,22
"""4980860""","""Wales""",0.00,3.71,1.15,253.84,59,71,55,26,33,24,33,39,31,11.18,0.05,2.35,2,2,26939,24271,26391,1,1,1,16745,15502,16736,12807,11953,12875,3925,3537,3845,13,12,16,11,11,13,0.3,0.4,0.44,0.00,594,93,660,79,243,5,3313,1095,1162,610,88,12
"""4980970""","""Wallsburg""",0.00,4.80,1.30,331.03,54,63,63,24,30,30,29,33,33,13.41,0.05,2.66,2,2,29891,26998,27157,0,0,0,19563,17469,17545,15204,13535,13588,4357,3934,3957,1,0,0,1,0,0,0.0,0.4,0.34,0.00,1261,99,1692,82,515,2,4098,1346,1352,1156,97,3
"""4981190""","""Wanship""",0.06,91.54,29.85,3233.01,42,50,67,22,28,38,19,22,30,11.36,0.12,2.44,2,2,27141,24424,25917,1,0,0,17877,16347,16035,13920,12787,12258,3956,3560,3776,0,0,0,59,23,26,0.5,1.6,0.14,0.01,1088,98,1597,81,175,6,3416,1689,1724,1497,85,15
"""4981960""","""Washington""",4.24,15525.08,5500.08,20698.38,51,61,48,26,33,25,27,31,26,10.17,7.84,1.90,2,2,24280,21710,23902,1,0,0,13885,12601,13894,10343,9434,10408,3538,3163,3483,4,3,3,10,8,8,2.7,2.3,2.35,0.27,4045,71,3795,83,46,29,1695,1105,1068,1083,68,32
"""4982070""","""Washington Terrace""",6.68,8150.05,3039.09,1293.89,37,43,41,17,22,21,22,23,23,8.38,27.06,1.84,2,2,21972,19481,20081,5,4,4,13927,11905,12266,10516,8880,9149,3203,2839,2926,209,187,191,188,169,172,5.1,6.2,3.81,2.35,14128,58,19717,88,10,190,923,924,1015,580,62,38
"""4982510""","""Wellington""",0.12,265.23,96.00,3272.01,56,66,50,25,31,22,31,34,28,10.87,0.47,2.03,2,2,24788,22154,25175,1,1,1,14662,12910,14992,11027,9661,11299,3612,3229,3668,22,20,24,19,17,21,1.6,1.6,0.81,0.03,875,68,849,79,157,7,3195,982,1077,663,78,22
"""4982620""","""Wellsville""",0.52,935.84,249.63,4652.73,63,75,57,30,38,28,33,38,29,12.63,1.28,2.29,2,2,28154,25455,26129,0,0,0,16567,15136,15753,12461,11425,11942,4102,3709,3807,3,3,4,3,2,3,0.6,1.1,0.84,0.05,1832,93,2423,83,115,10,2283,1266,1341,717,88,12
"""4982730""","""Wendover""",0.50,605.57,210.69,5715.91,31,35,33,10,12,11,21,23,22,9.07,2.09,1.70,2,2,22363,20082,20590,3,3,3,13004,11431,11628,9729,8491,8613,3260,2926,3000,15,14,15,14,12,13,1.5,1.9,0.49,0.04,485,19,537,77,34,8,7385,511,0,511,17,83
"""4982840""","""West Bountiful""",1.93,4376.97,1383.39,2065.90,52,60,58,28,34,33,24,26,25,10.69,14.38,2.05,2,2,24832,22209,22843,2,1,1,15351,13194,13573,11701,9929,10216,3620,3236,3329,30,29,29,27,26,26,3.0,4.9,2.27,0.67,11141,75,14330,88,19,60,1615,1465,1530,1098,81,19
"""4982930""","""West Haven""",3.13,11305.26,3408.20,6630.53,50,59,56,26,32,31,25,27,26,11.02,12.01,2.08,2,2,25321,22628,23280,2,2,2,15643,13537,13904,11852,10151,10421,3691,3297,3392,100,89,91,90,80,82,3.6,2.7,1.62,0.51,8350,70,9038,87,27,41,1649,1372,1443,1119,78,22
"""4982950""","""West Jordan""",48.90,107347.67,31204.03,20686.66,51,59,55,27,34,31,24,25,24,10.18,25.32,1.98,2,2,23026,20524,21102,5,5,5,14789,12661,13057,11302,9545,9855,3357,2991,3075,131,125,128,118,113,115,4.2,4.7,5.03,1.51,20037,74,23934,90,16,112,1314,1399,1489,956,76,24
"""4983252""","""West Mountain""",0.77,1119.24,324.81,6101.72,57,66,61,28,35,32,29,32,29,11.62,0.66,2.38,2,2,28800,26003,25413,0,0,0,17787,15683,15557,13582,11891,11853,4198,3789,3703,7,2,1,6,2,1,2.0,0.0,0.45,0.05,2396,75,2594,86,68,20,2189,1438,1466,518,82,18
"""4983390""","""West Point""",2.87,8520.13,2410.76,4458.72,56,65,62,30,37,35,26,28,27,11.63,10.79,2.21,2,2,26438,23687,24354,1,0,0,16476,14305,14678,12612,10845,11121,3854,3451,3549,11,9,9,9,8,8,1.4,1.5,1.42,0.54,8693,89,6843,87,34,40,1931,1581,1630,848,89,11
"""4983470""","""West Valley City""",63.54,134740.54,36524.60,22695.77,46,53,50,23,29,27,23,24,23,9.83,27.24,1.89,2,2,22103,19681,20234,5,5,5,14114,12038,12424,10762,9051,9353,3222,2868,2948,129,120,123,116,108,111,4.3,6.7,4.34,1.61,21110,67,34873,90,14,117,1255,1199,1178,1050,69,31
"""4983730""","""West Wood""",0.00,4.15,1.51,681.29,71,84,63,36,45,31,35,39,31,11.39,0.03,2.34,2,2,25755,23040,26137,1,1,2,16509,14667,16831,12730,11286,12995,3753,3358,3808,26,23,28,22,19,24,0.1,0.5,0.60,0.00,350,82,440,77,407,4,4264,1406,1406,,92,8
"""4984050""","""White City""",3.55,4499.06,1463.64,557.16,49,57,54,25,31,29,24,26,25,9.88,26.77,2.02,2,2,23503,20967,21549,3,3,3,15053,12889,13282,11546,9755,10062,3426,3055,3140,80,79,80,73,71,72,4.1,5.9,3.42,2.63,21027,96,29760,90,7,182,813,1300,1304,1093,83,17
"""4984095""","""White Mesa""",0.00,3.07,1.44,9994.51,58,68,45,19,24,15,39,44,30,8.71,0.00,2.28,2,2,26764,24282,24898,3,3,3,16332,14764,16379,12382,11171,12696,3900,3539,3628,50,54,55,43,46,47,0.4,1.5,0.20,0.00,198,62,234,74,2273,1,9044,653,749,425,70,30
"""4984160""","""Whiterocks""",0.01,23.26,6.48,1503.94,48,56,56,21,27,27,26,29,30,11.78,0.05,2.38,2,2,27709,24924,25477,3,2,2,17659,15729,15961,13570,12058,12208,4039,3632,3712,50,40,41,42,34,35,0.6,1.1,0.14,0.00,268,71,337,76,435,3,4615,1190,1240,908,85,15
"""4984710""","""Willard""",0.38,756.09,225.68,3591.48,53,61,59,26,32,31,27,29,28,11.60,0.85,2.28,2,2,27094,24522,25143,1,1,1,17029,14874,15238,13043,11264,11539,3950,3573,3664,36,37,36,32,33,32,1.7,0.2,0.94,0.06,2108,80,1760,83,84,17,2927,1372,1548,697,80,20
"""4984950""","""Wolf Creek""",0.01,37.05,14.77,2022.54,59,70,67,32,40,37,28,31,29,10.66,0.08,2.35,2,2,28004,25119,25821,1,1,1,17538,15568,15890,13405,11880,12094,4082,3660,3762,50,29,33,46,26,30,0.8,1.7,0.23,0.01,992,70,1218,80,338,6,2936,1681,1681,0,86,14
"""4985040""","""Woodland""",0.07,41.29,17.86,1320.03,37,44,60,18,23,31,19,22,29,10.44,0.14,2.33,2,2,26876,24468,25679,1,1,0,17196,15909,15395,13278,12342,11653,3918,3567,3742,0,0,0,67,35,22,2.1,0.6,0.23,0.01,737,95,986,80,179,10,2396,1393,1669,1065,54,46
"""4985050""","""Woodland Hills""",0.09,201.46,54.35,1619.93,66,78,72,36,45,42,30,33,30,12.16,0.41,2.49,2,2,29737,26954,26358,0,0,0,18548,16416,16291,14214,12488,12450,4335,3927,3841,0,0,0,0,0,0,0.7,0.2,0.43,0.03,1850,100,1782,83,54,20,1216,1871,1899,1426,94,6
"""4985260""","""Woodruff""",0.00,0.77,0.18,287.35,56,67,52,22,27,21,34,40,32,12.57,0.01,2.43,2,2,27635,25012,26083,1,1,1,17286,16125,17008,13237,12458,13182,4027,3645,3801,22,23,26,19,20,22,0.3,1.0,0.39,0.00,400,85,520,77,437,3,4844,925,988,608,84,16
"""4985370""","""Woods Cross""",5.03,8751.30,2697.86,2441.92,49,57,54,25,31,29,24,26,25,10.54,16.09,2.04,2,2,24324,21764,22382,3,3,3,15271,13094,13477,11666,9865,10158,3546,3171,3261,59,58,58,53,52,52,3.5,5.3,2.75,1.10,12616,82,17959,89,13,100,1176,1316,1282,926,84,16
